_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,DEP_AMORT_EXP_OPS,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,DISP_TRNFR,CASH,MARKETABLE_SEC,OTH_CURR_ASSETS,TOT_CURR_ASSETS,LIMITED_USE_CASH,LIMITED_USE_INV,LIMITED_USE_OTHER_ASSETS,TOT_LIMITED_USE_ASSETS,TOT_PPE,ACCU_DEP_AMORT,NET_TOT_PPE,CONST_IN_PROGRESS,TOT_INV_AND_OTH_ASSETS,TOT_INTANGIBLE_ASSETS,TOT_ASSETS,CAP_EXP,CURR_LIABILITIES,CURR_MAT_LT_DEBT,TOT_CURR_LIABILITIES,TOT_DEF_CREDITS,TOT_LT_DEBT,CURR_MATURITIES,NET_TOT_LT_DEBT,TOT_LIABILITIES,TOT_EQUITY,TOT_LIABILITY_AND EQUITY
187,106191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,905,Non Profit Corp.,Kaiser Foundation Health,,626-405-5000,5601 DE SOTO AVENUE,WOODLAND HILLS,91367,MICHELLE GASKILL-HAMES,274,274,116,62,1354,8,157,0,0,31,888,0,9,2509,0,317,5902,62,583,0,0,131,3493,0,20,10508,0,375,18534,316,4188,0,0,1057,21746,0,526,46742,6694804,114168113,1578081,11084255,0,0,2752977,57733097,0,365012,194376339,3086651,146789673,1621648,24492820,0,0,6612244,140185021,0,2078515,324866572,1,7659759,215621210,2451246,29591804,0,0,0,6911548,121633228,0,738530,0,0,0,3519545,388126871,0,0,0,0,0,2095212,44963275,563213,5891062,0,0,2121555,75459874,0,21849,131116040,12429158,138006053,10944414,0,4857,162,2067,7540731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5247777,0,0,0,0,0,0,0,0,0,0
188,106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,20242,04/01/2024,06/30/2024,Open,Solano,03 - North Bay,409,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,975 SERENO DRIVE,VALLEJO,94589,CARRIE PLIETZ,253,253,146,143,908,13,226,0,0,28,712,0,19,2049,0,850,6517,105,1226,0,0,128,4314,0,98,13238,0,729,14765,283,5696,0,0,1457,21229,0,805,44964,16337333,122410411,2426542,20315118,0,0,2472988,70169491,0,1620395,235752278,7701291,132086766,2072526,37167601,0,0,10229777,149901331,0,5209622,344368914,385,19183633,215260227,2663922,43723702,0,0,0,9317932,123302142,0,1440637,0,0,0,8736280,423628860,0,0,0,0,0,4616141,37854496,1626564,13468266,0,0,3221427,95631553,0,73885,156492332,7695984,149358918,7153554,0,10241,70,594,7082454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5936544,0,0,0,0,0,0,0,0,0,0
189,106015000,KAISER FOUNDATION NORTHERN REGION,20242,04/01/2024,06/30/2024,Open,,05 - East Bay,417,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,1956 WEBSTER STREET,OAKLAND,94612,CARRIE PLIETZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88427647,0,0,0,0,0,0,0,12647953,0,17545362614,17558010567,0,0,0,0,16300699701,9120304614,7180395087,1246979160,2352414353,0,28337799167,296595998,7365862802,1073937,7366936739,670057482,13623769,1073937,12549832,8049544053,20288255114,28337799167
190,106191300,KAISER FOUNDATION SOUTHERN REGION,20242,04/01/2024,06/30/2024,Open,,11 - Los Angeles,925,Non Profit Corp.,Kaiser Foundation Health,,626-405-5000,393 E. WALNUT STREET,PASADENA,91188,MICHELLE GASKILL-HAMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128692760,0,0,0,0,0,0,0,1446568,0,15823398935,15824845503,0,0,0,0,16314639187,9086420162,7228219025,720067882,2508749598,0,26281882008,121073020,9677755278,0,9677755278,548880407,0,0,0,10226635685,16055246323,26281882008
191,106434218,KAISER PERMANENTE PHF - SANTA CLARA,20242,04/01/2024,06/30/2024,Open,Santa Clara,07 - Santa Clara,428,Non Profit Corp.,Psychiatric Health Facilities,,510-987-4960,3840 HOMESTEAD ROAD,SANTA CLARA,95051,CARRIE PLIETZ,24,24,24,0,22,0,7,0,0,3,148,0,0,180,0,0,473,0,75,0,0,11,1108,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,2208702,0,355815,0,0,91351,5796917,0,0,8452785,0,0,0,0,0,0,0,0,0,0,0,0,0,1904016,0,118243,0,0,0,79312,1914860,0,340977,0,0,0,4141,4361549,0,0,0,0,0,0,297131,0,-28559,0,0,10955,3811709,0,0,4091236,25159,5103196,260308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,106540734,KAWEAH DELTA MEDICAL CENTER,20242,04/01/2024,06/30/2024,Open,Tulare,09 - Central,611,District,Comparable,Teaching,559-624-2000,400 WEST MINERAL KING,VISALIA,93291,GARY K. HERBST,613,608,444,1449,930,435,1834,11,0,136,973,45,109,5922,91,9542,6035,4793,9724,113,0,394,3862,89,942,35494,3684,23742,14865,12086,36844,0,0,1519,33471,2155,28990,153672,106861089,65419533,26280210,87383329,250043,0,7937179,42324167,1378991,4595813,342430354,85869943,51988866,8616311,93975741,0,0,9431138,86938169,6149648,8694131,351663947,1227951,132399255,97788331,399350,148188012,0,11213,0,15213228,84521484,0,7528639,0,0,0,4988628,492266091,21693120,0,0,0,21693120,60331778,41313189,34497172,33171058,238831,0,2155089,44740852,0,7073361,223521330,11293482,205457228,13288483,0,6617547,0,0,0,0,0,20643000,0,263614000,284257000,211916000,19326000,14400000,245642000,784555000,512107000,272448000,22761000,49524000,22632000,897264000,3071358,94923000,28704000,123627000,0,363991000,28704000,335287000,458914000,438350000,897264000
193,106194219,KECK HOSPITAL OF USC,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,Teaching,800-872-2273,1500 SAN PABLO STREET,LOS ANGELES,90033,ROD HANNERS,401,350,251,1168,522,122,513,0,0,30,856,0,7,3218,0,6994,4077,1246,4575,0,0,283,5616,4,37,22832,0,29743,6927,1638,5248,0,0,1270,33798,161,305,79090,240934038,149282671,40499043,145625943,0,0,15714208,216964017,145344,1085199,810250463,164553170,43380485,12679023,35457598,0,0,12486620,184489035,922575,528161,454496667,1436903,320705570,146062121,36279904,127376880,0,0,0,31344719,219007534,0,1067919,0,0,0,111180,883392730,0,0,0,0,0,84320956,46382147,16837746,53500928,0,0,-3175931,181989420,0,1499134,381354400,45565805,439185838,19843426,0,1929,0,0,0,0,0,89800259,0,430546482,520346741,0,0,0,0,982896625,536939670,445956955,149082806,614270445,38879779,1768536726,20403454,303253143,0,303253143,0,0,0,0,303253143,1465283583,1768536726
194,106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,935,Non Profit Corp.,Comparable,,323-233-0425,4211 AVALON BOULEVARD,LOS ANGELES,90011,GREGORY POLK,72,72,72,0,0,0,0,0,0,255,0,0,0,255,0,0,0,0,0,0,0,5247,0,0,0,5247,0,0,0,0,0,0,0,32633,0,0,0,32633,0,0,0,0,0,0,6812915,0,0,0,6812915,0,0,0,0,0,0,7987921,0,0,0,7987921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14800836,0,0,0,14800836,0,14693094,134195,0,0,0,0,0,0,0,396296,0,7421891,7818187,0,0,0,0,13783263,10288971,3494292,465141,0,0,11777620,0,5497037,176678,5673715,0,10894736,176678,10718058,16391773,-4614153,11777620
195,106210993,KENTFIELD HOSPITAL,20242,04/01/2024,06/30/2024,Open,Marin,04 - West Bay,405,Investor - Corp.,Comparable,,415-456-9680,1125 SIR FRANCIS DRAKE BOULEVARD,KENTFIELD,94904,ANN GORS,120,120,120,39,31,1,66,0,0,42,0,0,0,179,0,1640,1687,49,3629,0,0,1769,0,0,0,8774,0,0,0,0,0,0,0,0,0,0,0,0,9265729,9012538,272337,16102076,0,0,7057758,0,0,0,41710438,0,0,0,0,0,0,0,0,0,0,0,0,6486010,6308777,190636,11271453,0,0,0,4940430,0,0,0,0,0,0,0,29197306,0,0,0,0,0,2779719,2703761,81701,4830623,0,0,2117328,0,0,0,12513132,0,23335762,14523,0,0,0,0,0,0,0,1743449,0,38180130,39923579,0,0,0,0,3557148,2515179,1041969,0,0,28996605,69962153,0,42371524,0,42371524,0,28361903,0,28361903,70733427,-771274,69962153
196,106150736,KERN MEDICAL CENTER,20242,04/01/2024,06/30/2024,Open,Kern,09 - Central,617,City/County,Comparable,Teaching,661-326-2000,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,SCOTT THYGERSON,222,202,171,274,171,544,1624,87,0,28,213,0,0,2941,0,1539,1056,3365,7012,322,0,246,1005,0,0,14545,0,5519,1539,13684,40953,1219,0,2229,4156,360,0,69659,23009642,12911969,31964134,81856171,2206119,0,2506307,15990568,0,0,170444910,14884996,5187776,21799680,91583961,3585581,0,2775134,17156683,472338,0,157446149,1669710,25823826,12192920,42734623,132318925,-16275390,1033857,0,2101922,19637945,0,328523,0,0,0,0,221566861,0,0,0,0,0,12070812,5906825,13029191,56199225,2429320,0,3179519,13509306,0,0,106324198,7377756,136983462,3810232,0,64579027,0,0,0,0,0,51292807,0,292380658,343673465,0,0,0,0,211997580,169685192,42312388,8190143,112536013,57671142,564383151,3810232,43323591,3958120,47281711,25609317,427499990,3958120,423541870,496432898,67950253,564383151
197,106150737,KERN VALLEY HOSPITAL DISTRICT,20242,04/01/2024,06/30/2024,Open,Kern,09 - Central,619,District,Comparable,Rural,760-379-2681,6412 LAUREL AVENUE,LAKE ISABELLA,93240,TIMOTHY MCGLEW,101,101,101,28,27,4,27,0,0,3,0,0,0,89,0,441,714,376,3018,0,0,0,0,0,70,4619,4157,1749,2329,265,2992,0,0,704,399,0,451,8889,1047235,1696239,892920,7164003,0,0,0,0,0,165714,10966111,3585021,11694474,812933,1661014,0,0,0,584022,0,1644883,19982347,501516,3263060,10332707,1302064,6559001,-67469,0,0,0,411398,0,0,0,0,0,0,22302277,0,0,0,0,0,1369196,3058006,471258,2266018,0,0,0,172622,0,1309081,8646181,351393,8060254,188853,930155,1317270,0,0,0,0,0,10859687,0,7622404,18482091,503161,3978504,3413449,7895114,38856461,33919970,4936491,5315638,687148,0,37316482,392493,6117783,886000,7003783,0,17152882,886000,16266882,23270665,14045817,37316482
198,106190049,KINDRED HOSPITAL - BALDWIN PARK,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,915,Non Profit Corp.,Comparable,,626-388-2700,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,KEVIN CHAVEZ,91,91,80,137,35,1,24,0,0,13,0,0,0,210,0,3929,1060,59,1052,0,0,681,0,0,0,6781,0,0,0,0,0,0,0,0,0,0,0,0,52840759,14373283,1022581,16261123,0,0,9954659,0,0,0,94452405,0,0,0,0,0,0,0,0,0,0,0,275436,45065810,12110961,759845,12791618,0,0,0,7642465,0,0,0,0,0,0,0,78646135,0,0,0,0,0,7774950,2262322,262736,3469505,0,0,2036757,0,0,0,15806270,0,12287038,177114,0,16904,0,0,0,0,0,85661,0,19547603,19633264,0,0,0,0,10257678,4467295,5790383,0,0,3806356,29230003,0,8986942,0,8986942,0,16437090,0,16437090,25424032,3805971,29230003
199,106301127,KINDRED HOSPITAL - BREA,20242,04/01/2024,06/30/2024,Open,Orange,13 - Orange,1011,Investor - Corp.,Comparable,,714-529-6842,875 NORTH BREA BOULEVARD,BREA,92821,KEVIN CHAVEZ,86,86,86,86,32,2,12,0,0,29,0,0,0,161,127,2727,1246,311,1246,0,0,1051,0,0,0,6581,3998,0,0,0,0,0,0,0,0,0,0,0,24522874,9933045,376353,8764029,0,0,8763488,0,0,0,52359789,0,0,0,0,0,0,0,0,0,0,0,212500,20227658,7688835,142466,5436726,0,0,0,6303191,0,0,0,0,0,0,0,40011376,0,0,0,0,0,4295216,2244210,233887,3114803,0,0,2460297,0,0,0,12348413,6813,9894734,59882,0,6813,0,0,0,0,0,85991,0,9057084,9143075,0,0,0,0,2077485,1386853,690632,0,21685063,0,31518770,0,18247186,0,18247186,0,7148702,0,7148702,25395888,6122882,31518770
200,106190449,KINDRED HOSPITAL - LA MIRADA,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,921,Investor - Corp.,Comparable,,562-944-1900,14900 IMPERIAL HIGHWAY,LA MIRADA,90638,PHILLIP WOLFE,248,248,145,272,66,3,50,0,0,25,0,0,1,417,0,6818,2546,228,2049,0,0,1366,0,0,12,13019,0,0,0,0,0,0,0,0,0,0,0,0,81581700,33199253,3511383,27322481,0,0,18271748,0,0,71132,163957697,0,0,0,0,0,0,0,0,0,0,0,128593,67544629,27828472,3280463,23156343,0,0,0,14529935,0,0,0,0,0,0,0,136468435,0,0,0,0,0,14037070,5370781,230920,4166139,0,0,3684352,0,0,0,27489262,2737,27357487,376282,0,70421,0,0,0,0,0,60390,0,36944040,37004430,0,0,0,0,30765176,4386650,26378526,2111452,7609737,166917,73271062,140333,20886104,1379418,22265522,0,36413688,1379418,35034270,57299792,15971270,73271062
201,106190305,KINDRED HOSPITAL - LOS ANGELES,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,929,Investor - Corp.,Comparable,,310-981-5900,5525 WEST SLAUSON AVENUE,LOS ANGELES,90056,JASON PEREZ,81,81,81,50,16,0,11,0,0,9,0,0,0,86,0,1743,579,0,580,0,0,581,0,0,0,3483,0,0,0,0,0,0,0,0,0,0,0,0,30709451,8913303,0,8814212,0,0,10181085,0,0,0,58618051,0,0,0,0,0,0,0,0,0,0,0,0,26507618,6910806,0,6969548,0,0,0,9072385,0,0,0,0,0,0,0,49460357,0,0,0,0,0,4201833,2002497,0,1844664,0,0,1108700,0,0,0,9157694,42605,10304926,151515,0,26204,0,0,0,0,0,175509,0,12823821,12999330,0,0,0,0,18447295,1589096,16858199,0,0,184284,30041813,1178359,5559553,0,5559553,0,4426547,0,4426547,9986100,20055713,30041813
202,106361274,KINDRED HOSPITAL - ONTARIO,20242,04/01/2024,06/30/2024,Open,San Bernardino,12 - Inland Counties,1207,Investor - Corp.,Comparable,,909-391-0333,550 NORTH MONTEREY AVENUE,ONTARIO,91764,TERRI COUTURE,91,91,91,31,23,0,46,0,0,1,18,0,0,119,0,1144,1672,0,2562,0,0,18,1048,0,0,6444,0,0,0,0,0,0,0,0,0,0,0,0,18878427,24977889,0,33703158,0,0,191209,12501984,0,0,90252667,0,0,0,0,0,0,0,0,0,0,0,297320,16176124,21309593,0,27779824,0,0,0,47826,9637011,0,0,0,0,0,0,75247698,0,0,0,0,0,2702303,3668296,0,5923334,0,0,143383,2567653,0,0,15004969,0,15694825,930527,0,21238,0,0,0,0,0,100,0,18585729,18585829,0,0,0,0,12656982,8806206,3850776,168812,5250892,218852,28075161,89971,14738421,0,14738421,0,23390446,0,23390446,38128867,-10053706,28075161
203,106190599,KINDRED HOSPITAL - PARAMOUNT,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,921,Investor - Corp.,Comparable,,562-531-3110,16453 COLORADO AVENUE,PARAMOUNT,90723,MARK APODACA,183,183,165,151,47,1,37,0,0,0,12,0,0,248,0,3690,1229,59,2249,0,0,0,565,0,0,7792,0,0,0,0,0,0,0,0,0,0,0,0,45101464,15782898,487904,25207684,0,0,0,6455513,0,0,93035463,0,0,0,0,0,0,0,0,0,0,0,0,36682203,12853059,434676,18720585,0,0,0,0,4395750,0,0,0,0,0,0,73086273,0,0,0,0,0,8419261,2929839,53228,6487099,0,0,0,2059763,0,0,19949190,111,16519857,1415217,0,82355,0,0,0,0,0,30447,0,23457648,23488095,0,0,0,0,15638609,1265522,14373087,1196637,3973436,460861,43492116,650242,37397988,446176,37844164,0,5284955,446176,4838779,42682943,809173,43492116
204,106364188,KINDRED HOSPITAL - RANCHO,20242,04/01/2024,06/30/2024,Open,San Bernardino,12 - Inland Counties,1207,Investor - Corp.,Comparable,,909-581-6400,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,91730,JULIE MYERS,55,55,55,41,47,1,50,0,0,0,19,0,0,158,0,1074,1234,30,1684,0,0,0,464,0,0,4486,0,0,0,0,0,0,0,0,0,0,0,0,18365421,19729996,544179,25220876,0,0,0,6352709,0,0,70213181,0,0,0,0,0,0,0,0,0,0,0,-23340,15256018,16768222,539465,21545811,0,0,0,0,5057191,0,0,0,0,0,0,59143367,0,0,0,0,0,3109403,2961774,4714,3675065,0,0,0,1318858,0,0,11069814,0,10492642,70383,0,16706,0,0,0,0,0,21459,0,12279493,12300952,0,0,0,0,2770696,979701,1790995,17660,134170,0,14243777,510181,8004443,0,8004443,0,35976740,0,35976740,43981183,-29737406,14243777
205,106332172,KINDRED HOSPITAL - RIVERSIDE,20242,04/01/2024,06/30/2024,Open,Riverside,12 - Inland Counties,1109,Investor - Corp.,Comparable,,951-436-3535,2224 MEDICAL CENTER DRIVE,PERRIS,92571,JOHN BROWNE,40,40,40,27,23,2,42,0,0,0,9,0,0,103,0,429,841,91,1777,0,0,0,333,0,0,3471,0,0,0,0,0,0,0,0,0,0,0,0,6343237,11507092,1504698,24053079,0,0,0,4897242,0,0,48305348,0,0,0,0,0,0,0,0,0,0,0,31507,5196701,9580125,1352612,19924867,0,0,0,0,4225246,0,0,0,0,0,0,40311058,0,0,0,0,0,1146536,1926967,152086,4128212,0,0,0,640489,0,0,7994290,19694,7660246,305694,0,18466,0,0,0,0,0,0,0,8676525,8676525,0,0,0,0,4505839,2586351,1919488,70445,1226240,406647,12299345,60834,8273172,0,8273172,0,8509547,0,8509547,16782719,-4483374,12299345
206,106370721,KINDRED HOSPITAL - SAN DIEGO,20242,04/01/2024,06/30/2024,Open,San Diego,14 - San Diego/Imperial,1418,Investor - Corp.,Comparable,,619-817-0700,1940 EL CAJON BOULEVARD,SAN DIEGO,92104-9988,ROBIN GOMEZ,70,70,52,49,21,2,25,0,0,15,0,0,0,112,0,1469,1077,245,1170,0,0,689,0,0,0,4650,0,0,0,0,0,0,0,0,0,0,0,0,13857740,8063302,2706160,9950773,0,0,6246957,0,0,0,40824932,0,0,0,0,0,0,0,0,0,0,0,-600445,10910042,5869383,2669671,7615783,0,0,0,4791071,0,0,0,0,0,0,0,31255505,0,0,0,0,0,2947698,2193919,36489,2334990,0,0,2056331,0,0,0,9569427,8705,10219762,1124213,0,11999,0,0,0,0,0,158124,0,13722560,13880684,0,0,0,0,3914030,2553752,1360278,0,3190031,0,18430993,70295,3768473,3118513,6886986,0,38284404,3118513,35165891,42052877,-23621884,18430993
207,106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,20242,04/01/2024,06/30/2024,Open,Alameda,05 - East Bay,421,Investor - Corp.,Comparable,,510-357-8300,2800 BENEDICT DRIVE,SAN LEANDRO,94577,LARRY FOSTER,99,99,99,24,6,2,37,0,0,0,14,0,0,83,0,1211,838,158,3486,0,0,0,870,0,0,6563,0,0,0,0,0,0,0,0,0,0,0,0,18296777,9482714,2038444,40996646,0,0,0,10213601,0,0,81028182,0,0,0,0,0,0,0,0,0,0,0,5894,14791934,8586772,1831233,31578362,0,0,0,0,6855859,0,0,0,0,0,0,63650054,0,0,0,0,0,3504843,895942,207211,9418284,0,0,0,3351848,0,0,17378128,0,15091163,65316,0,20691,0,0,0,0,0,0,0,21490900,21490900,0,0,0,0,5248401,3992229,1256172,90259,24760026,0,47597357,18268,7380398,5188124,12568522,0,81686703,5188124,76498579,89067101,-41469744,47597357
208,106190196,KINDRED HOSPITAL - SOUTH BAY,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,929,Investor - Corp.,Comparable,,310-323-5330,1246 WEST 155TH STREET,GARDENA,90247,MARK APODACA,59,59,59,63,21,1,15,0,0,0,9,0,0,109,0,1947,747,57,918,0,0,0,564,0,0,4233,0,0,0,0,0,0,0,0,0,0,0,0,29109437,11727045,1245155,12160263,0,0,0,9461187,0,0,63703087,0,0,0,0,0,0,0,0,0,0,0,0,25527628,10036716,1245155,11800518,0,0,0,0,7884928,0,0,0,0,0,0,56494945,0,0,0,0,0,3581809,1690329,0,359745,0,0,0,1576259,0,0,7208142,0,9671718,309892,0,14992,0,0,0,0,0,60590,0,12949368,13009958,0,0,0,0,4499945,1935946,2563999,44001,4089756,0,19707714,419657,9399496,1683870,11083366,0,14981132,1683870,13297262,24380628,-4672914,19707714
209,106301380,KINDRED HOSPITAL - WESTMINSTER,20242,04/01/2024,06/30/2024,Open,Orange,13 - Orange,1014,Investor - Corp.,Comparable,,657-666-7700,200 HOSPITAL CIRCLE,WESTMINSTER,92683,PHILLIP WOLFE,109,109,109,94,55,0,20,0,0,0,18,0,0,187,0,3070,2191,256,1042,0,0,0,1174,0,0,7733,0,0,0,0,0,0,0,0,0,0,0,0,51743297,34229447,4227585,13367483,0,0,0,19000703,0,0,122568515,0,0,0,0,0,0,0,0,0,0,0,476894,46198905,29705063,4090490,11508540,0,0,0,0,16221216,0,0,0,0,0,0,108201108,0,0,0,0,0,5544391,4524385,137095,1858943,0,0,0,2302593,0,0,14367407,0,14408180,385248,0,30851,0,0,0,0,0,120913,19640797,545939,20307649,0,0,0,0,6065658,3729344,2336314,47880,4945638,0,27637481,138314,14444863,0,14444863,0,26603219,0,26603219,41048082,-13410601,27637481
210,106190661,L.A. DOWNTOWN MEDICAL CENTER,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,,213-989-6100,1711 WEST TEMPLE STREET,LOS ANGELES,90026,WILLIAM NELSON,315,257,257,813,72,833,35,0,0,14,11,26,25,1829,0,6489,569,7716,978,0,0,845,88,26,116,16827,0,13647,446,728,548,0,0,1062,15,0,136,16582,30524361,3335759,27533530,2456644,0,0,3229900,359243,245215,3351762,71036414,5615438,1089518,575648,1321568,0,0,319998,424717,0,4588711,13935598,800000,28652565,3540222,22371659,2929030,0,0,0,2649482,627168,0,245215,0,0,0,5495166,67310507,0,0,0,0,0,7487234,885055,5737519,849182,0,0,900416,156792,0,1645307,17661505,4781635,22764333,99524,0,204684,0,0,0,0,0,13102881,0,24015172,37118053,0,0,0,0,34342345,22168682,12173663,4068154,2245105,21572528,77177503,681616,35313758,0,35313758,0,21441782,0,21441782,56755540,20421963,77177503
211,106194981,LA CASA PSYCHIATRIC HEALTH FACILITY,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,933,Investor - Corp.,Psychiatric Health Facilities,,562-630-8672,6060 PARAMOUNT BOULEVARD,LONG BEACH,90805,ANNE BAKAR,16,16,16,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,91,0,1322,0,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182000,0,2644000,0,0,0,2826000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182000,0,2644000,0,0,0,2826000,0,1175641,13270,0,0,0,0,0,0,0,0,0,4066043,4066043,0,0,0,0,377501,350849,26652,0,56433,0,4149128,0,1044773,56395,1101168,0,56395,56395,0,1101168,3047960,4149128
212,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,20242,04/01/2024,06/30/2024,Open,Orange,13 - Orange,1013,Investor - Corp.,Comparable,,714-827-3000,7901 WALKER STREET,LA PALMA,90623,AYMAN MOUSA,138,138,138,274,145,32,194,0,0,60,37,2,9,753,0,1982,541,138,1019,0,0,171,97,13,9,3970,0,320,348,211,1633,0,0,434,502,15,214,3677,12980903,6497567,1334457,8532894,0,0,1927073,1626921,24070,210002,33133887,1116021,1928937,644639,6245039,0,0,1922151,1692151,48309,752975,14350222,937606,10991177,5711711,572825,9812440,-242136,0,0,1756810,2796233,0,72380,0,0,0,0,32409046,0,0,0,0,0,3105746,2714793,1648404,4965494,0,0,2092415,522839,0,25372,15075063,326385,15265051,795644,0,0,0,0,0,0,0,550,0,108936948,108937498,0,0,0,0,61285315,30609230,30676085,2256271,0,0,141869854,133218,86355900,557126,86913026,131403,2266471,557126,1709345,88753774,53116080,141869854
