FAC_NAME,COUNTY_NAME,BEG_DATE_q1,END_DATE_q1,OP_STATUS_q1,TYPE_HOSP_q1,TEACH_RURL_q1,AVL_BEDS_q1,STF_BEDS_q1,VIS_TOT_q1,GRIP_TOT_q1,DAY_TOT_q1,GROP_TOT_q1,DED_TOT_q1,CAP_TOT_q1,NET_TOT_q1,TOT_OP_EXP_q1,EXP_PIPS_q1,EXP_POPS_q1,PHY_COMP_q1,LOG_VIS_TOT_q1,LOG_GRIP_TOT_q1,LOG_DAY_TOT_q1,LOG_GROP_TOT_q1,LOG_DED_TOT_q1,LOG_CAP_TOT_q1,LOG_DED_TOT_q1,LOG_CAP_TOT_q1,LOG_NET_TOT_q1,LOG_TOT_OP_EXP_q1,LOG_EXP_PIPS_q1,LOG_EXP_POPS_q1,LOG_PHY_COMP_q1,BEG_DATE_q2,END_DATE_q2,OP_STATUS_q2,TYPE_HOSP_q2,TEACH_RURL_q2,AVL_BEDS_q2,STF_BEDS_q2,VIS_TOT_q2,GRIP_TOT_q2,DAY_TOT_q2,GROP_TOT_q2,DED_TOT_q2,CAP_TOT_q2,NET_TOT_q2,TOT_OP_EXP_q2,EXP_PIPS_q2,EXP_POPS_q2,PHY_COMP_q2,LOG_VIS_TOT_q2,LOG_GRIP_TOT_q2,LOG_DAY_TOT_q2,LOG_GROP_TOT_q2,LOG_DED_TOT_q2,LOG_CAP_TOT_q2,LOG_DED_TOT_q2,LOG_CAP_TOT_q2,LOG_NET_TOT_q2,LOG_TOT_OP_EXP_q2,LOG_EXP_PIPS_q2,LOG_EXP_POPS_q2,LOG_PHY_COMP_q2
KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,Solano,2024-01-01,2024-03-31,Open,Kaiser Foundation Health,N/A,253,156,45212.0,247756145.0,14176.0,337675020.0,425517816.0,0.0,159913349.0,154121201.0,9304238.0,0.0,0.0,10.719139935087785,19.327955538132066,9.559376212117632,19.637594514601076,19.87792896556283,15.46989946485397,19.87792896556283,15.46989946485397,18.890142664000162,18.85324987680939,16.04598066072689,0.0,0.0,2024-04-01,2024-06-30,Open,Kaiser Foundation Health,N/A,253,146,44964.0,235752278.0,13238.0,344368914.0,423628860.0,0.0,156492332.0,149358918.0,7082454.0,0.0,0.0,10.713639688348616,19.278292146451264,9.490922297937656,19.657224068023872,19.965932538214343,14.470255730140709,19.965932538214343,14.470255730140709,18.868517576329076,18.821862819624684,15.773131156977955,0.0,0.0
KAISER FOUNDATION NORTHERN REGION,,2024-01-01,2024-03-31,Open,Kaiser Foundation Health,N/A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.175168549872277,15.46989946485397,15.175168549872277,15.46989946485397,0.0,0.0,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Kaiser Foundation Health,N/A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.628516397196258,14.470255730140709,17.628516397196258,14.470255730140709,0.0,0.0,0.0,0.0,0.0
KAISER FOUNDATION SOUTHERN REGION,,2024-01-01,2024-03-31,Open,Kaiser Foundation Health,N/A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.175168549872277,15.46989946485397,15.175168549872277,15.46989946485397,0.0,0.0,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Kaiser Foundation Health,N/A,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.628516397196258,14.470255730140709,17.628516397196258,14.470255730140709,0.0,0.0,0.0,0.0,0.0
KAISER PERMANENTE PHF - SANTA CLARA,Santa Clara,2024-01-01,2024-03-31,Open,Psychiatric Health Facilities,N/A,24,24,1.0,8452715.0,1782.0,2186.0,3417799.0,0.0,5037102.0,5247286.0,0.0,0.0,0.0,0.6931471805599453,15.94999836780732,7.48605261786314,7.690286020676768,15.805117650624759,15.46989946485397,15.805117650624759,15.46989946485397,15.432341673198486,15.473221739095594,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Psychiatric Health Facilities,N/A,24,24,0.0,8452785.0,1667.0,0.0,4361549.0,0.0,4091236.0,5103196.0,0.0,0.0,0.0,0.0,15.950006649134902,7.419380582918692,0.0,17.720466792481307,14.470255730140709,17.720466792481307,14.470255730140709,15.224357927279494,15.445377764043274,0.0,0.0,0.0
KAWEAH DELTA MEDICAL CENTER,Tulare,2024-01-01,2024-03-31,Open,Comparable,Teaching,608,439,153050.0,348639403.0,37097.0,373619524.0,507463146.0,21506191.0,236301972.0,225581938.0,0.0,0.0,0.0,11.938526478164693,19.669548719659353,10.521318338786624,19.738748524730664,20.052580503644595,17.101524297617193,20.052580503644595,17.101524297617193,19.28062109167793,19.234194016759282,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Teaching,608,444,153672.0,342430354.0,35494.0,351663947.0,492266091.0,21693120.0,223521330.0,205457228.0,0.0,0.0,0.0,11.942582247211913,19.651578851923855,10.477147120473486,19.67818658437076,20.102536892740403,16.977510037442773,20.102536892740403,16.977510037442773,19.225017408179607,19.14074843885136,0.0,0.0,0.0
KECK HOSPITAL OF USC,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,Teaching,350,256,75718.0,814300053.0,23252.0,440972443.0,891461310.0,0.0,363811186.0,404548564.0,0.0,0.0,0.0,11.234784398685603,20.517839472751984,10.05418943494962,19.904492946198065,20.612732153500055,15.46989946485397,20.612732153500055,15.46989946485397,19.712145573987826,19.818282349060677,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Teaching,350,251,79090.0,810250463.0,22832.0,454496667.0,883392730.0,0.0,381354400.0,439185838.0,0.0,0.0,0.0,11.278354367257023,20.512853972648525,10.0359621369355,19.934701140421822,20.649273798995136,14.470255730140709,20.649273798995136,14.470255730140709,19.75923968708745,19.90043320492576,0.0,0.0,0.0
KEDREN COMMUNITY MENTAL HEALTH CENTER,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,72,72,29582.0,5643819.0,5137.0,7166794.0,0.0,0.0,12810613.0,13152914.0,0.0,0.0,0.0,10.294955151000439,15.54607169917129,8.544419177669829,15.784969111246198,15.175168549872277,15.46989946485397,15.175168549872277,15.46989946485397,16.36578460402792,16.39215396502602,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,72,72,32633.0,6812915.0,5247.0,7987921.0,0.0,0.0,14800836.0,14693094.0,0.0,0.0,0.0,10.393109968651016,15.734330780309476,8.565602330623925,15.893441208823198,17.628516397196258,14.470255730140709,17.628516397196258,14.470255730140709,16.510194291189276,16.5028882135011,0.0,0.0,0.0
KENTFIELD HOSPITAL,Marin,2024-01-01,2024-03-31,Open,Comparable,N/A,120,120,0.0,42692477.0,8893.0,0.0,29884733.0,0.0,12807744.0,12472624.0,0.0,0.0,0.0,0.0,17.569533303430404,9.093132171070641,0.0,17.335367450325577,15.46989946485397,17.335367450325577,15.46989946485397,16.365560624028888,16.339046800715614,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,120,120,0.0,41710438.0,8774.0,0.0,29197306.0,0.0,12513132.0,23335762.0,0.0,0.0,0.0,0.0,17.546261991171683,9.079662048334066,0.0,18.126090384137687,14.470255730140709,18.126090384137687,14.470255730140709,16.342289290736602,16.96549763449595,0.0,0.0,0.0
KERN MEDICAL CENTER,Kern,2024-01-01,2024-03-31,Open,Comparable,Teaching,206,172,81184.0,171828939.0,14232.0,152433056.0,227796176.0,0.0,96465819.0,134487077.0,0.0,0.0,0.0,11.304485780021215,18.962010005016047,9.563318491070625,18.842236087144187,19.260915305011732,15.46989946485397,19.260915305011732,15.46989946485397,18.384699306675486,18.71697867804129,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Teaching,202,171,69659.0,170444910.0,14545.0,157446149.0,221566861.0,0.0,106324198.0,136983462.0,0.0,0.0,0.0,11.151381543919992,18.953922699839644,9.585071320714485,18.874594053005296,19.40220932362819,14.470255730140709,19.40220932362819,14.470255730140709,18.482003465569832,18.735370768477402,0.0,0.0,0.0
KERN VALLEY HOSPITAL DISTRICT,Kern,2024-01-01,2024-03-31,Open,Comparable,Rural,101,101,8925.0,10729395.0,4464.0,18655494.0,22000021.0,0.0,7384868.0,8827829.0,0.0,0.0,788744.0,9.096723645189215,16.188497822248966,8.4040244933106,16.74165129872653,17.069555900965486,15.46989946485397,17.069555900965486,15.46989946485397,15.814943735130841,15.993419789263514,0.0,0.0,13.578198353673251,2024-04-01,2024-06-30,Open,Comparable,Rural,101,101,8889.0,10966111.0,4619.0,19982347.0,22302277.0,0.0,8646181.0,8060254.0,0.0,0.0,930155.0,9.09268232850795,16.210320348280806,8.438149984075784,16.810359841797556,18.028950405577447,14.470255730140709,18.028950405577447,14.470255730140709,15.972628394184785,15.90245575169947,0.0,0.0,13.743107592997816
KINDRED HOSPITAL - BALDWIN PARK,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,91,80,0.0,94421790.0,6744.0,0.0,77435353.0,0.0,16986437.0,12015298.0,0.0,0.0,175844.0,0.0,18.363282441341408,8.816556768641856,0.0,18.214028141394877,15.46989946485397,18.214028141394877,15.46989946485397,16.647925818931004,16.301691312402784,0.0,0.0,12.077358204174038,2024-04-01,2024-06-30,Open,Comparable,N/A,91,80,0.0,94452405.0,6781.0,0.0,78646135.0,0.0,15806270.0,12287038.0,0.0,0.0,0.0,0.0,18.363606625383,8.822027322685583,0.0,18.635247564033357,14.470255730140709,18.635247564033357,14.470255730140709,16.575917317987905,16.324055524931104,0.0,0.0,0.0
KINDRED HOSPITAL - BREA,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,86,86,0.0,47646595.0,6993.0,0.0,36905067.0,0.0,10741528.0,9617292.0,0.0,0.0,0.0,0.0,17.679321747947117,8.852807917623322,0.0,17.52419087466695,15.46989946485397,17.52419087466695,15.46989946485397,16.189628001902747,16.079073390112075,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,86,86,0.0,52359789.0,6581.0,0.0,40011376.0,0.0,12348413.0,9894734.0,0.0,0.0,0.0,0.0,17.773649488302745,8.792093929503284,0.0,18.26165844704457,14.470255730140709,18.26165844704457,14.470255730140709,16.32903819173894,16.107513355457552,0.0,0.0,0.0
KINDRED HOSPITAL - LA MIRADA,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,248,147,0.0,164327677.0,13218.0,0.0,135047927.0,0.0,29279750.0,27409323.0,0.0,0.0,0.0,0.0,18.917373028953584,9.4894104675794,0.0,18.74957280924332,15.46989946485397,18.74957280924332,15.46989946485397,17.192406742922863,17.12639380544292,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,248,145,0.0,163957697.0,13019.0,0.0,136468435.0,0.0,27489262.0,27357487.0,0.0,0.0,0.0,0.0,18.91511901349209,9.47424191576256,0.0,19.018169045419455,14.470255730140709,19.018169045419455,14.470255730140709,17.12930605003304,17.124500833638066,0.0,0.0,0.0
KINDRED HOSPITAL - LOS ANGELES,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,81,81,0.0,67280241.0,3822.0,0.0,54983358.0,0.0,12296883.0,10431647.0,0.0,0.0,0.0,0.0,18.02437717053094,8.248790733696413,0.0,17.890981783965458,15.46989946485397,17.890981783965458,15.46989946485397,16.324856454915004,16.160354820248,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,81,81,0.0,58618051.0,3483.0,0.0,49460357.0,0.0,9157694.0,10304926.0,0.0,0.0,0.0,0.0,17.886553261715672,8.155936337972394,0.0,18.366717731141087,14.470255730140709,18.366717731141087,14.470255730140709,16.030105067429687,16.14813268834177,0.0,0.0,0.0
KINDRED HOSPITAL - ONTARIO,San Bernardino,2024-01-01,2024-03-31,Open,Comparable,N/A,91,91,0.0,89044307.0,6402.0,0.0,73088359.0,0.0,15955948.0,15273207.0,0.0,0.0,0.0,0.0,18.304644646510482,8.764521909518802,0.0,18.15909803399157,15.46989946485397,18.15909803399157,15.46989946485397,16.58534229571253,16.541610740264275,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,91,91,0.0,90252667.0,6444.0,0.0,75247698.0,0.0,15004969.0,15694825.0,0.0,0.0,0.0,0.0,18.318123717067177,8.771059915373288,0.0,18.607442893371434,14.470255730140709,18.607442893371434,14.470255730140709,16.52389203752105,16.56884166186351,0.0,0.0,0.0
KINDRED HOSPITAL - PARAMOUNT,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,177,113,0.0,96706455.0,7737.0,0.0,75713943.0,0.0,20992512.0,15666434.0,0.0,0.0,0.0,0.0,18.38719072138007,8.953898535260459,0.0,18.192635247713625,15.46989946485397,18.192635247713625,15.46989946485397,16.85967640830845,16.567031083662847,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,183,165,0.0,93035463.0,7792.0,0.0,73086273.0,0.0,19949190.0,16519857.0,0.0,0.0,0.0,0.0,18.348491311761787,8.96098117384356,0.0,18.589348096598666,14.470255730140709,18.589348096598666,14.470255730140709,16.80869914909947,16.620073730378518,0.0,0.0,0.0
KINDRED HOSPITAL - RANCHO,San Bernardino,2024-01-01,2024-03-31,Open,Comparable,N/A,55,55,0.0,69962402.0,4377.0,0.0,59181060.0,0.0,10781342.0,10560201.0,0.0,0.0,0.0,0.0,18.06346855572376,8.384347278082808,0.0,17.959849654049478,15.46989946485397,17.959849654049478,15.46989946485397,16.19332769824566,16.172602964847314,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,55,55,0.0,70213181.0,4486.0,0.0,59143367.0,0.0,11069814.0,10492642.0,0.0,0.0,0.0,0.0,18.06704662914578,8.408939605975984,0.0,18.464024915109356,14.470255730140709,18.464024915109356,14.470255730140709,16.21973259271139,16.166184902879476,0.0,0.0,0.0
KINDRED HOSPITAL - RIVERSIDE,Riverside,2024-01-01,2024-03-31,Open,Comparable,N/A,40,40,0.0,50558092.0,3387.0,0.0,42812971.0,0.0,7745121.0,7695293.0,0.0,0.0,0.0,0.0,17.73863358952826,8.127995055771946,0.0,17.659422417357025,15.46989946485397,17.659422417357025,15.46989946485397,15.862573783807171,15.856119531152942,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,40,40,0.0,48305348.0,3471.0,0.0,40311058.0,0.0,7994290.0,7660246.0,0.0,0.0,0.0,0.0,17.693052857832605,8.15248607578024,0.0,18.26516565374045,14.470255730140709,18.26516565374045,14.470255730140709,15.894238219892584,15.85155478662771,0.0,0.0,0.0
KINDRED HOSPITAL - SAN DIEGO,San Diego,2024-01-01,2024-03-31,Open,Comparable,N/A,70,54,0.0,43803457.0,4873.0,0.0,33565045.0,0.0,10238412.0,10193862.0,0.0,0.0,0.0,0.0,17.595223322001996,8.491670234185152,0.0,17.43878174563377,15.46989946485397,17.43878174563377,15.46989946485397,16.14165718509617,16.13729643051381,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,70,52,0.0,40824932.0,4650.0,0.0,31255505.0,0.0,9569427.0,10219762.0,0.0,0.0,0.0,0.0,17.5248035556682,8.444837529224097,0.0,18.15334837787988,14.470255730140709,18.15334837787988,14.470255730140709,16.07408399152789,16.13983395264707,0.0,0.0,0.0
KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Alameda,2024-01-01,2024-03-31,Open,Comparable,N/A,99,99,0.0,72238258.0,6056.0,0.0,57235896.0,0.0,15002362.0,14105755.0,0.0,0.0,0.0,0.0,18.095480366561105,8.708969906980947,0.0,17.92852568537335,15.46989946485397,17.92852568537335,15.46989946485397,16.523718279992746,16.4620934989968,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,99,99,0.0,81028182.0,6563.0,0.0,63650054.0,0.0,17378128.0,15091163.0,0.0,0.0,0.0,0.0,18.210307590391835,8.789355452209982,0.0,18.506274893816556,14.470255730140709,18.506274893816556,14.470255730140709,16.670723019532467,16.52961996494605,0.0,0.0,0.0
KINDRED HOSPITAL - SOUTH BAY,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,59,59,0.0,61886575.0,3948.0,0.0,51352875.0,0.0,10533700.0,8464984.0,0.0,0.0,0.0,0.0,17.94081384822325,8.28121766128665,0.0,17.827337920146974,15.46989946485397,17.827337920146974,15.46989946485397,16.170090294343154,15.95144880154544,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,59,59,0.0,63703087.0,4233.0,0.0,56494945.0,0.0,7208142.0,9671718.0,0.0,0.0,0.0,0.0,17.969743596604456,8.350902451694811,0.0,18.43833698116524,14.470255730140709,18.43833698116524,14.470255730140709,15.790721917141221,16.08471661791841,0.0,0.0,0.0
KINDRED HOSPITAL - WESTMINSTER,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,109,109,0.0,131568326.0,7849.0,0.0,115313911.0,0.0,16254415.0,14996584.0,0.0,0.0,0.0,0.0,18.69503687159651,8.968268810776454,0.0,18.596386900491893,15.46989946485397,18.596386900491893,15.46989946485397,16.603875183667785,16.52333306647983,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,109,109,0.0,122568515.0,7733.0,0.0,108201108.0,0.0,14367407.0,14408180.0,0.0,0.0,0.0,0.0,18.624180745876835,8.953381472167242,0.0,18.84912946693447,14.470255730140709,18.84912946693447,14.470255730140709,16.480472866002657,16.48330672822432,0.0,0.0,0.0
L.A. DOWNTOWN MEDICAL CENTER,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,257,257,13040.0,68889987.0,16740.0,12320002.0,64408796.0,0.0,16801193.0,21778450.0,0.0,0.0,0.0,9.475853519656901,18.048021413378624,9.725616079415785,16.326734759576112,18.039473866299435,15.46989946485397,18.039473866299435,15.46989946485397,16.636960513276605,16.896431552646074,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,257,257,16582.0,71036414.0,16827.0,13935598.0,67310507.0,0.0,17661505.0,22764333.0,0.0,0.0,0.0,9.716133353214099,18.078703190847783,9.730799444710412,16.449957203263185,18.539324431363976,14.470255730140709,18.539324431363976,14.470255730140709,16.686898026967366,16.940705570887094,0.0,0.0,0.0
LA CASA PSYCHIATRIC HEALTH FACILITY,Los Angeles,2024-01-01,2024-03-31,Open,Psychiatric Health Facilities,N/A,16,16,0.0,2782000.0,1391.0,0.0,1192944.0,0.0,1589056.0,1204782.0,0.0,0.0,0.0,0.0,14.83868101091909,7.238496840894365,0.0,15.442357057795958,15.46989946485397,15.442357057795958,15.46989946485397,14.278651316492851,14.001810025702452,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Psychiatric Health Facilities,N/A,16,16,0.0,2826000.0,1413.0,0.0,0.0,0.0,2826000.0,1175641.0,0.0,0.0,0.0,0.0,14.85437319608359,7.254177846456518,0.0,17.628516397196258,14.470255730140709,17.628516397196258,14.470255730140709,14.85437319608359,13.977324939326289,0.0,0.0,0.0
LA PALMA INTERCOMMUNITY HOSPITAL,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,138,138,3816.0,39796916.0,4357.0,13987377.0,37764734.0,0.0,16019559.0,15705992.0,0.0,0.0,0.0,8.247220052745229,17.49930000494275,8.379768515504566,16.453665909491,17.545042272194397,15.46989946485397,17.545042272194397,15.46989946485397,16.589321033559383,16.569552917227313,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,138,138,3677.0,33133887.0,3970.0,14350222.0,32409046.0,0.0,15075063.0,15265051.0,0.0,0.0,0.0,8.210124405164267,17.316067123261227,8.286773231131251,16.479276040118844,18.16830666300926,14.470255730140709,18.16830666300926,14.470255730140709,16.52855254600798,16.541076590630738,0.0,0.0,0.0
LAC/HARBOR - UCLA MEDICAL CENTER,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,Teaching,415,326,88525.0,453953706.0,28215.0,330953135.0,503938682.0,52975274.0,333943433.0,305923273.0,0.0,0.0,38677496.0,11.3910515731603,19.933505783846286,10.247644471915889,19.617487340235936,20.045664280586955,17.87948451702361,20.045664280586955,17.87948451702361,19.626482177316635,19.538844889914394,0.0,0.0,17.47076851601088,2024-04-01,2024-06-30,Open,Comparable,Teaching,415,310,89611.0,431630857.0,26846.0,335854534.0,463858661.0,52838627.0,356465357.0,316711927.0,0.0,0.0,32061015.0,11.40324451856682,19.883081285548737,10.197909361850968,19.63218869263794,20.048243443562477,17.81853043606589,20.048243443562477,17.81853043606589,19.69174762058655,19.573503174203474,0.0,0.0,17.283151395223708
LAC/OLIVE VIEW - UCLA MEDICAL CENTER,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,Teaching,270,211,74133.0,246290840.0,18280.0,289151297.0,385440030.0,27351955.0,177354062.0,161801698.0,0.0,0.0,15923283.0,11.213629545455776,19.322023676041237,9.813617548107086,19.482460631577965,19.7799504335325,17.29926557452542,19.7799504335325,17.29926557452542,18.993658648422475,18.901882063151582,0.0,0.0,16.583292998514462,2024-04-01,2024-06-30,Open,Comparable,Teaching,270,201,75028.0,230931449.0,17392.0,293549262.0,365509789.0,27732442.0,186703364.0,202595885.0,0.0,0.0,22333628.0,11.225629984448823,19.257631471199357,9.763823105408154,19.49755602982577,19.83360765671471,17.205211912800493,19.83360765671471,17.205211912800493,19.04503163191675,19.12672384355097,0.0,0.0,16.92160412740547
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,158,109,15171.0,140551723.0,9440.0,57662045.0,124476849.0,5498502.0,79235421.0,77284643.0,0.0,0.0,5200309.0,9.627206902808789,18.761086121339062,9.152817185732516,17.870109733415962,18.67044059784175,16.188403590697177,18.67044059784175,16.188403590697177,18.187934004274062,18.163005839230717,0.0,0.0,15.464228797159345,2024-04-01,2024-06-30,Open,Comparable,N/A,158,107,14686.0,136408205.0,9248.0,56786450.0,97032657.0,5841510.0,102003508.0,98759460.0,0.0,0.0,8090623.0,9.594718027753862,18.73116246285434,9.13227071655426,17.854808316504098,18.773581680274855,15.86528664921585,18.773581680274855,15.86528664921585,18.440517772617596,18.408197764751186,0.0,0.0,15.906216418322186
LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,San Francisco,2024-01-01,2024-03-31,Open,Hospital-LTC Emphasis,N/A,780,780,1257.0,78553296.0,40492.0,1157538.0,50048258.0,0.0,29662576.0,90973618.0,0.0,0.0,0.0,7.1372784372603855,18.179287895050486,10.60888439864999,13.961806757679454,17.803440697511743,15.46989946485397,17.803440697511743,15.46989946485397,17.205396775592995,18.326080121352778,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Hospital-LTC Emphasis,N/A,780,780,1028.0,73855426.0,38308.0,775945.0,42339296.0,0.0,32292075.0,95380848.0,0.0,0.0,0.0,6.9363427358340495,18.117620051039204,10.553440134508799,13.561838209115159,18.28858436691457,14.470255730140709,18.28858436691457,14.470255730140709,17.290332433018367,18.373388372031894,0.0,0.0,0.0
LAGUNA TREATMENT CENTER,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,90,90,0.0,4729636.0,6073.0,0.0,0.0,0.0,4729636.0,4020001.0,0.0,0.0,0.0,0.0,15.369359013337084,8.711772645605693,0.0,15.175168549872277,15.46989946485397,15.175168549872277,15.46989946485397,15.369359013337084,15.206792958107517,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,90,90,0.0,5140455.0,6352.0,0.0,0.0,0.0,5140455.0,3927696.0,0.0,0.0,0.0,0.0,15.452652349449627,8.756682421266532,0.0,17.628516397196258,14.470255730140709,17.628516397196258,14.470255730140709,15.452652349449627,15.183563806988296,0.0,0.0,0.0
LANGLEY PORTER PSYCHIATRIC INSTITUTE,San Francisco,2024-01-01,2024-03-31,Open,Comparable,N/A,30,30,1048.0,7090490.0,1739.0,1033479.0,3574378.0,0.0,4549591.0,4488191.0,0.0,0.0,0.0,6.955592608396297,15.774265148578733,7.461640392208575,13.848442306199248,15.826303677756155,15.46989946485397,15.826303677756155,15.46989946485397,15.33054811657684,15.316960506018262,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,30,30,1077.0,7712584.0,1922.0,1036710.0,4881576.0,0.0,3867718.0,9470609.0,0.0,0.0,0.0,6.982862751468942,15.85836396820474,7.56164174558878,13.851563759846211,17.730886615624478,14.470255730140709,17.730886615624478,14.470255730140709,15.168175485553396,16.063703877026526,0.0,0.0,0.0
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,San Bernardino,2024-01-01,2024-03-31,Open,Comparable,N/A,364,262,42342.0,626716207.0,23791.0,152648473.0,643722349.0,0.0,135642331.0,170683239.0,0.0,0.0,0.0,10.653558397162227,20.2560043773146,10.077104668699937,18.84364828037066,20.288810354460967,15.46989946485397,20.288810354460967,15.46989946485397,18.725532067642487,18.95531999899586,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,364,262,43720.0,544531878.0,21472.0,167532818.0,587932625.0,0.0,124132071.0,166116332.0,0.0,0.0,0.0,10.685583814855978,20.115437045914558,9.974551610967133,18.93668982436513,20.266326864991118,14.470255730140709,20.266326864991118,14.470255730140709,18.636856653530373,18.92819890207914,0.0,0.0,0.0
LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,2024-01-01,2024-03-31,Open,Comparable,Teaching,571,528,195253.0,1321821389.0,47582.0,870762097.0,1842612015.0,11022008.0,360993479.0,469276316.0,0.0,0.0,0.0,12.182056554047783,21.00227646334813,10.77023083357167,20.584879360883605,21.336561516051745,16.603719829200415,21.336561516051745,16.603719829200415,19.704370455192226,19.96670231496964,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Teaching,571,528,203967.0,1307780465.0,46720.0,906217454.0,1848979591.0,13534767.0,378553095.0,472475012.0,0.0,0.0,0.0,12.225718397777008,20.99159723644526,10.751949021382632,20.62478985176418,21.36209723843148,16.553729019563555,21.36209723843148,16.553729019563555,19.751866901056292,19.97349542096006,0.0,0.0,0.0
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Riverside,2024-01-01,2024-03-31,Open,Comparable,N/A,155,145,41444.0,232469753.0,11824.0,148775966.0,310257839.0,0.0,70987880.0,86739952.0,0.0,0.0,0.0,10.632122526025627,19.264270684206625,9.377971213360134,18.81795215522201,19.5653897313967,15.46989946485397,19.5653897313967,15.46989946485397,18.078019730295523,18.278425154522143,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,155,145,42639.0,229058966.0,11184.0,155327767.0,313862301.0,0.0,70524432.0,90376350.0,0.0,0.0,0.0,10.660548058839726,19.249490026188234,9.32232887392423,18.86104807445378,19.69924695266216,14.470255730140709,19.69924695266216,14.470255730140709,18.071469775117784,18.319493187155814,0.0,0.0,0.0
